paper_id	title	link	keywords	abstract
BbNIbVPJ-42	The Risks of Invariant Risk Minimization	https://openreview.net/forum?id=BbNIbVPJ-42	out-of-distribution generalization, causality, representation learning, deep learning	Invariant Causal Prediction (Peters et al., 2016) is a technique for out-of-distribution generalization which assumes that some aspects of the data distribution vary across the training set but that the underlying causal mechanisms remain constant. Recently, Arjovsky et al. (2019) proposed Invariant Risk Minimization (IRM), an objective based on this idea for learning deep, invariant features of data which are a complex function of latent variables; many alternatives have subsequently been suggested.  However, formal guarantees for all of these works are severely lacking.  In this paper,  we present the first analysis of classification under the IRM objective—as well as these recently proposed alternatives—under a fairly natural and general model. In the linear case, we show simple conditions under which the optimal solution succeeds or, more often, fails to recover the optimal invariant predictor. We furthermore present the very first results in the non-linear regime: we demonstrate that IRM can fail catastrophically unless the test data is sufficiently similar to the training distribution—this is precisely the issue that it was intended to solve. Thus, in this setting we find that IRM and its alternatives fundamentally do not improve over standard Empirical Risk Minimization.
HOFxeCutxZR	Enjoy Your Editing: Controllable GANs for Image Editing via Latent Space Navigation	https://openreview.net/forum?id=HOFxeCutxZR	Image manipulation, GANs, latent space of GANs	Controllable semantic image editing enables a user to change entire image attributes with few clicks, e.g., gradually making a summer scene look like it was taken in winter. Classic approaches for this task use a Generative Adversarial Net (GAN) to learn a latent space and suitable latent-space transformations. However, current approaches often suffer from attribute edits which are entangled, global image identity changes, and diminished photo-realism. To address these concerns, we learn multiple attribute transformations simultaneously, we integrate attribute regression into the training of transformation functions, apply a content loss and an adversarial loss that encourage the maintenance of image identity and photo-realism. Beyond global transformations, we explore local edits that can succeed in failure cases of global directions. We propose quantitative evaluation strategies for measuring controllable editing performance, unlike prior work which primarily focuses on qualitative evaluation. Our model permits better control for both single- and multiple-attribute editing, while also preserving image identity and realism during transformation. We provide empirical results for both real and synthetic images, highlighting that our model achieves state-of-the-art performance for targeted image manipulation.
hEnTjYdnZD	LEARNING BILATERAL CLIPPING PARAMETRIC ACTIVATION FUNCTION FOR LOW-BIT NEURAL NETWORKS	https://openreview.net/forum?id=hEnTjYdnZD	quantization, activation function, unbounded, full-precision	The Rectified Linear Unit (ReLU) is a widely used activation function in deep neural networks, and several works are devoted to designing its variants to improve performance. However, the output is unbounded for most of such functions, which brings severe accuracy degeneration when the full-precision model is quantized. To tackle the problem of unboundedness, Choi etal. (2019)  introduce an activation clipping parameter for the standard ReLU. In this paper, we propose a Bilateral Clipping Parametric Rectified Linear Unit (BCPReLU) as a generalized version of ReLU and some variants of ReLU. Specifically, the trainable slope and truncation parameters for both positive and negative input are introduced in BCPReLU . We theoretically prove that BCPReLU has almost the same expressive ability as the corresponding unbounded one, and establish its convergence in low-bit quantization training. Numerical experiments on a range of popular models and datasets verify its effectiveness, which outperforms the state-of-the-art methods.
Z2_djlm7DmA	Quantum and Translation Embedding for Knowledge Graph Completion	https://openreview.net/forum?id=Z2_djlm7DmA	quantum embedding, knowledge graph embedding, knowledge graph completion, logical rules mining, knowledge base	Knowledge Graph Completion (KGC) mainly devotes to link predicting for an entity pair in Knowledge Graph (KG) according to known facts. In this work, we present a novel model for this end. In this model, Quantum and Translation Embedding are used as components for logical and structural feature capturing in the same vector subspace, respectively. The two components have synergy with each other and achieve impressive performance at low cost which is close to the efficient model TransE. Surprisingly, the performance on challenging datasets such as fb15k237 and WN18RR is up to 94.89% and 92.79% in metric Hits@1 while the dimension of embedding is only 4 in the process of training. The insight of this work enlightens the notion of dense feature model design for KGC which is a new alternative to Deep Neural networks (DNN) in this task or even a better choice.
b_7OR0Fo_iN	A Unifying Perspective on Neighbor Embeddings along the Attraction-Repulsion Spectrum	https://openreview.net/forum?id=b_7OR0Fo_iN	visualization, t-SNE, UMAP, dimensionality reduction, nonlinear dimensionality reduction	Neighbor embeddings are a family of methods for visualizing complex       high-dimensional datasets using kNN graphs. To find the       low-dimensional embedding, these algorithms combine an attractive       force between neighboring pairs of points with a repulsive force       between all points. One of the most popular examples of such       algorithms is t-SNE. Here we empirically show that changing the       balance between the attractive and the repulsive forces in t-SNE       yields a spectrum of embeddings, which is characterized by a simple       trade-off: stronger attraction can better represent continuous       manifold structures, while stronger repulsion can better represent       discrete cluster structures. We find that UMAP embeddings correspond       to t-SNE with increased attraction; mathematical analysis shows that       this is because the negative sampling optimisation strategy employed       by UMAP strongly lowers the effective repulsion. Likewise,       ForceAtlas2, commonly used for visualizing developmental single-cell       transcriptomic data, yields embeddings corresponding to t-SNE with the       attraction increased even more. At the extreme of this spectrum lies       Laplacian Eigenmaps, corresponding to zero repulsion. Our results       demonstrate that many prominent neighbor embedding algorithms can be       placed onto this attraction-repulsion spectrum, and highlight the       inherent trade-offs between them.
oLltLS5F9R	Learning Graph Normalization for Graph Neural Networks	https://openreview.net/forum?id=oLltLS5F9R	Graph Neural Network, Normalization, Graph Normalization	Graph Neural Networks (GNNs) have emerged as a useful paradigm to process graph-structured data. Usually, GNNs are stacked to multiple layers and the node representations in each layer are computed through propagating and aggre- gating the neighboring node features with respect to the graph. To effectively train a GNN with multiple layers, some normalization techniques are necessary. Though the existing normalization techniques have been shown to accelerate train- ing GNNs, the structure information on the graph is ignored yet. In this paper, we propose two graph-aware normalization methods to effectively train GNNs. Then, by taking into account that normalization methods for GNNs are highly task-relevant and it is hard to know in advance which normalization method is the best, we propose to learn attentive graph normalization by optimizing a weighted combination of multiple graph normalization methods at different scales. By op- timizing the combination weights, we can automatically select the best or the best combination of multiple normalization methods for a specific task. We con- duct extensive experiments on benchmark datasets for different tasks and confirm that the graph-aware normalization methods lead to promising results and that the learned weights suggest the more appropriate normalization methods for specific task
hLElJeJKxzY	Deep Q Learning from Dynamic Demonstration with Behavioral Cloning	https://openreview.net/forum?id=hLElJeJKxzY		Although Deep Reinforcement Learning (DRL) has proven its capability to learn optimal policies by directly interacting with simulation environments, scaling up a DRL model is difficult due to exploding computational complexity compared with a supervised learning model. This study proposes a novel approach integrating deep Q learning from dynamic demonstrations with a behavioral cloning model (DQfDD-BC), which includes a supervised learning technique of instructing a DRL model to enhance its performance. Specifically, the DQfDD-BC model leverages historical demonstrations to pre-train a supervised BC model and to consistently update it by using the generated dynamic demonstrations. Then the DQfDD-BC model manages the sample complexity by exploiting both the historical and generated demonstrations. An expert loss function is designed to compare actions generated by the DRL model with those obtained from the BC model to provide advantageous guidance for policy improvements. Experimental results in several OpenAI Gym environments show that the proposed approach adapts to different imperfection levels of demonstrations, and meanwhile, significantly accelerates the learning processes. As illustrated in an ablation study, the dynamic demonstration and expert loss mechanisms with the use of a BC model contribute to improving the learning convergence performance compared with the origin DQfD model.
xYGNO86OWDH	Isotropy in the Contextual Embedding Space: Clusters and Manifolds	https://openreview.net/forum?id=xYGNO86OWDH	Contextual embedding space, Isotropy, Clusters, Manifolds	The geometric properties of contextual embedding spaces for deep language models such as BERT and ERNIE, have attracted considerable attention in recent years. Investigations on the contextual embeddings demonstrate a strong anisotropic space such that most of the vectors fall within a narrow cone, leading to high cosine similarities.  It is surprising that these LMs are as successful as they are, given that most of their embedding vectors are as similar to one another as they are. In this paper, we argue that the isotropy indeed exists in the space, from a different but more constructive perspective. We identify isolated clusters and low dimensional manifolds in the contextual embedding space, and introduce tools to both qualitatively and quantitatively analyze them. We hope the study in this paper could provide insights towards a better understanding of the deep language models.
Zqf6RGp5lqf	Modelling Drug-Target Binding Affinity using a BERT based Graph Neural network	https://openreview.net/forum?id=Zqf6RGp5lqf	Deep Learning, Drug-Target Binding Affinity, Transformers, Graph Neural networks	Understanding the interactions between novel drugs and target proteins is fundamentally important in disease research as discovering drug-protein interactions can be an exceptionally time-consuming and expensive process. Alternatively, this process can be simulated using modern deep learning methods that have the potential of utilising vast quantities of data to reduce the cost and time required to provide accurate predictions. In this paper, we seek to leverage a set of BERT-style models that have been pre-trained on vast quantities of both protein and drug data. The encodings produced by each model are then utilised as node representations for a graph convolutional neural network, which in turn models the interactions without the need to simultaneously fine-tune both protein and drug BERT models to the task. We evaluate the performance of our approach on two drug-target interaction datasets that were previously used as benchmarks in recent work. Our results significantly improve upon a vanilla BERT baseline approach as well as the former state-of-the-art methods for each task dataset. Our approach builds upon past work in two key areas; firstly, we take full advantage of two large pre-trained BERT models that provide improved representations of task-relevant properties of both drugs and proteins. Secondly, inspired by work in natural language processing that investigates how linguistic structure is represented in such models, we perform interpretability analyses that allow us to locate functionally-relevant areas of interest within each drug and protein. By modelling the drug-target interactions as a graph as opposed to a set of isolated interactions, we demonstrate the benefits of combining large pre-trained models and a graph neural network to make state-of-the-art predictions on drug-target binding affinity.
Db4yerZTYkz	Shape-Texture Debiased Neural Network Training	https://openreview.net/forum?id=Db4yerZTYkz	data augmentation, representation learning, debiased training	Shape  and  texture  are  two  prominent  and complementary  cues  for  recognizing objects.  Nonetheless, Convolutional Neural Networks (CNNs) are often biased towards either texture or shape, depending on the training dataset.  Our ablation shows that such bias degenerates model performance. Motivated by this observation, we develop a simple algorithm for shape-texture debiased learning.  To pre-vent models from exclusively attending on a single cue in representation learning, we augment training data with images with conflicting shape and texture information (e.g.,  an image of chimpanzee shape but with lemon texture) and, most importantly, provide the corresponding supervisions from shape and texture simultaneously.              Experiments show that our method successfully improves model performance on several image recognition benchmarks and adversarial robustness.  For example, by training on ImageNet, it helps ResNet-152 achieve substantial improvements on ImageNet (+1.2%), ImageNet-A (+5.2%), ImageNet-C (+8.3%) and Stylized-ImageNet (+11.1%), and on defending against FGSM adversarial attacker on Ima-geNet (+14.4%). Our method also claims to be compatible to other advanced data augmentation strategies, e.g., Mixup and CutMix.
MDsQkFP1Aw	Into the Wild with AudioScope: Unsupervised Audio-Visual Separation of On-Screen Sounds	https://openreview.net/forum?id=MDsQkFP1Aw	Audio-visual sound separation, in-the-wild data, unsupervised learning, self-supervised learning, universal sound separation	Recent progress in deep learning has enabled many advances in sound separation and visual scene understanding. However, extracting sound sources which are apparent in natural videos remains an open problem. In this work, we present AudioScope, a novel audio-visual sound separation framework that can be trained without supervision to isolate on-screen sound sources from real in-the-wild videos. Prior audio-visual separation work assumed artificial limitations on the domain of sound classes (e.g., to speech or music), constrained the number of sources, and required strong sound separation or visual segmentation labels. AudioScope overcomes these limitations, operating on an open domain of sounds, with variable numbers of sources, and without labels or prior visual segmentation.  The training procedure for AudioScope uses mixture invariant training (MixIT) to separate synthetic mixtures of mixtures (MoMs) into individual sources, where noisy labels for mixtures are provided by an unsupervised audio-visual coincidence model. Using the noisy labels, along with attention between video and audio features, AudioScope learns to identify audio-visual similarity and to suppress off-screen sounds. We demonstrate the effectiveness of our approach using a dataset of video clips extracted from open-domain YFCC100m video data. This dataset contains a wide diversity of sound classes recorded in unconstrained conditions, making the application of previous methods unsuitable. For evaluation and semi-supervised experiments, we collected human labels for presence of on-screen and off-screen sounds on a small subset of clips.
sTeoJiB4uR	Reducing the Computational Cost of Deep Generative Models with Binary Neural Networks	https://openreview.net/forum?id=sTeoJiB4uR	binary, generative, optimization, compression	Deep generative models provide a powerful set of tools to understand real-world data. But as these models improve, they increase in size and complexity, so their computational cost in memory and execution time grows. Using binary weights in neural networks is one method which has shown promise in reducing this cost. However, whether binary neural networks can be used in generative models is an open problem. In this work we show, for the first time, that we can successfully train generative models which utilize binary neural networks. This reduces the computational cost of the models massively. We develop a new class of binary weight normalization, and provide insights for architecture designs of these binarized generative models. We demonstrate that two state-of-the-art deep generative models, the ResNet VAE and Flow++ models, can be binarized effectively using these techniques. We train binary models that achieve loss values close to those of the regular models but are 90%-94% smaller in size, and also allow significant speed-ups in execution time.
trPMYEn1FCX	GENERATIVE MODEL-ENHANCED HUMAN MOTION PREDICTION	https://openreview.net/forum?id=trPMYEn1FCX		The task of predicting human motion is complicated by the natural heterogeneity and compositionality of actions, necessitating robustness to distributional shifts as far as out-of-distribution (OoD). Here we formulate a new OoD benchmark based on the Human3.6M and CMU motion capture datasets, and introduce a hy- brid framework for hardening discriminative architectures to OoD failure by aug- menting them with a generative model. When applied to current state-of-the-art discriminative models, we show that the proposed approach improves OoD ro- bustness without sacrificing in-distribution performance, and can facilitate model interpretability. We suggest human motion predictors ought to be constructed with OoD challenges in mind, and provide an extensible general framework for hard- ening diverse discriminative architectures to extreme distributional shift.
I6-3mg29P6y	Flatness is a Flase Friend	https://openreview.net/forum?id=I6-3mg29P6y		Hessian based measures of flatness, such as the trace, Frobenius and spectral norms, have been argued, used and shown to relate to generalisation. In this paper we demonstrate that, for feed-forward neural networks under the cross-entropy loss, low-loss solutions with large neural network weights have small Hessian based measures of flatness. This implies that solutions obtained without L2 regularisation should be less sharp than those with despite generalising worse. We show this to be true for logistic regression, multi-layer perceptrons, simple convolutional, pre-activated and wide residual networks on the MNIST and CIFAR- 100  datasets. Furthermore, we show that adaptive optimisation algorithms using iterate averaging, on the VGG- 16  network and CIFAR- 100  dataset, achieve superior generalisation to SGD but are  30×  sharper. These theoretical and experimental results further advocate the need to use flatness in conjunction with the weights scale to measure generalisation \citep{neyshabur2017exploring,dziugaite2017computing}.
86t2GlfzFo	Deep Curvature Suite	https://openreview.net/forum?id=86t2GlfzFo		We present the Deep Curvature suite, a PyTorch-based, open-source package for analysis and visualisation of neural network curvature and loss landscape. Despite of providing rich information into properties of neural network and useful for a various designed tasks, curvature information is still not made sufficient use for various reasons, and our package aims to bridge this gap. We present a primer, including its main practical desiderata and common misconceptions, of \textit{Lanczos algorithm}, the theoretical backbone of our package, and present a series of examples based on synthetic toy examples and realistic modern neural networks tested on CIFAR datasets, and show the superiority of our package against existing competing approaches for the similar purposes
b7g3_ZMHnT0	Learning to Deceive Knowledge Graph Augmented Models via Targeted Perturbation	https://openreview.net/forum?id=b7g3_ZMHnT0	neural symbolic reasoning, interpretability, model explanation, faithfulness, knowledge graph, commonsense question answering, recommender system	Symbolic knowledge such as entities and relational triples stored in knowledge graphs has increasingly gained popularity in neural-symbolic architectures applied to machine learning tasks (e.g., question answering, recommender systems). In addition to yielding improved performance on downstream tasks, these symbolic structures in conjunction with their associated (attention) weights are often used as explanation for the model's prediction, providing "insights" to practitioners.  In this paper, we question the faithfulness of these symbolic explanations, and demonstrate that by a learned perturbation strategy, or sometimes a simple heuristic, one can produce deceptive symbolic structures which significantly deviate from the original semantics. Our method learns a reinforcement learning policy to identify alternative relations to replace the original ones in the knowledge graph such that the downstream accuracy is maximally preserved. Across multiple models and tasks, our approach changes the structures entirely while resulting in only marginal or no drop in performance. Our results raise doubt about the faithfulness of the learned structures as model explanation and the reliability of current neural-symbolic models in leveraging symbolic knowledge.
vujTf_I8Kmc	Constellation Nets for Few-Shot Learning	https://openreview.net/forum?id=vujTf_I8Kmc	few-shot learning, constellation models	The success of deep convolutional neural networks builds on top of the learning of effective convolution operations, capturing a hierarchy of structured features via filtering, activation, and pooling. However, the explicit structured features, e.g. object parts, are not expressive in the existing CNN frameworks. In this paper, we tackle the few-shot learning problem and make an effort to enhance structured features by expanding CNNs with a constellation model, which performs cell feature clustering and encoding with a dense part representation; the relationships among the cell features are further modeled by an attention mechanism. With the additional constellation branch to increase the awareness of object parts, our method is able to attain the advantages of the CNNs while making the overall internal representations more robust in the few-shot learning setting. Our approach attains a significant improvement over the existing methods in few-shot learning on the CIFAR-FS, FC100, and mini-ImageNet benchmarks.
kyaIeYj4zZ	GraPPa: Grammar-Augmented Pre-Training for Table Semantic Parsing	https://openreview.net/forum?id=kyaIeYj4zZ	text-to-sql, semantic parsing, pre-training, nlp	We present GraPPa, an effective pre-training approach for table semantic parsing that learns a compositional inductive bias in the joint representations of textual and tabular data. We construct synthetic question-SQL pairs over high-quality tables via a synchronous context-free grammar (SCFG). We pre-train our model on the synthetic data to inject important structural properties commonly found in semantic parsing into the pre-training language model. To maintain the model's ability to represent real-world data, we also include masked language modeling (MLM) on several existing table-related datasets to regularize our pre-training process.  Our proposed pre-training strategy is much data-efficient. When incorporated with strong base semantic parsers, GraPPa achieves new state-of-the-art results on four popular fully supervised and weakly supervised table semantic parsing tasks.
mNtmhaDkAr	Information-theoretic Probing Explains Reliance on Spurious Features	https://openreview.net/forum?id=mNtmhaDkAr	information-theoretical probing, probing, challenge sets, natural language processing	Most current NLP systems are based on a pre-train-then-fine-tune paradigm, in which a large neural network is first trained in a self-supervised way designed to encourage the network to extract broadly-useful linguistic features, and then fine-tuned for a specific task of interest. Recent work attempts to understand why this recipe works and explain when it fails. Currently, such analyses have produced two sets of apparently-contradictory results. Work that analyzes the representations that result from pre-training (via "probing classifiers") finds evidence that rich features of linguistic structure can be decoded with high accuracy, but work that analyzes model behavior after fine-tuning (via "challenge sets") indicates that decisions are often not based on such structure but rather on spurious heuristics specific to the training set. In this work, we test the hypothesis that the extent to which a feature influences a model's decisions can be predicted using a combination of two factors: The feature's "extractability" after pre-training (measured using information-theoretic probing techniques), and the "evidence" available during fine-tuning (defined as the feature's co-occurrence rate with the label). In experiments with both synthetic and natural language data, we find strong evidence (statistically significant correlations) supporting this hypothesis.
oev4KdikGjy	FMix: Enhancing Mixed Sample Data Augmentation	https://openreview.net/forum?id=oev4KdikGjy		Mixed Sample Data Augmentation (MSDA) has received increasing attention in recent years, with many successful variants such as MixUp and CutMix. We analyse MSDA from an information theoretic perspective, characterising learned models in terms of how they impact the models’ perception of the data.  Ultimately, our analyses allow us to decouple two complementary properties of augmentations that are useful for reasoning about MSDA. From insight on the efficacy of CutMix in particular, we subsequently propose FMix, an MSDA that uses binary masks obtained by applying a threshold to low frequency images sampled from Fourier space.  FMix improves performance over MixUp and CutMix for a number of models across a range of data sets and problem settings,  obtaining new state-of-the-art results on CIFAR-10 and Fashion-MNIST.
